TCODE,TCODE_DESC,TCODE_URL,ABAP_PROGRAM,PACKAGE,PACKAGE_DESC,MODULE,MODULE_DESC,MODULE_URL,MODULE_TOP,MODULE_TOP_DESC,MODULE_TOP_URL,COMPONENT,COMPONENT_DESC,COMPONENT_URL
MMSRVENTRY,"Call transaction ML81N from Portal",https://www.sap-tcodes.org/tcode/mmsrventry.html,MMSRVPA_CALL_PROCESS_SES,MMSRV_UI_MODEL,"Model Components for Web Dynpro External Service",MM-SRV,"External Services",https://www.sap-tcodes.org/analytics/module/mm-srv.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,SAP_APPL,"Logistics and Accounting",https://www.sap-tcodes.org/analytics/component/sap_appl.html
MMSRVSES,"Call SES from Portal",https://www.sap-tcodes.org/tcode/mmsrvses.html,MMSRV_CALL_ML81N,MMSRV_UI_MODEL,"Model Components for Web Dynpro External Service",MM-SRV,"External Services",https://www.sap-tcodes.org/analytics/module/mm-srv.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,SAP_APPL,"Logistics and Accounting",https://www.sap-tcodes.org/analytics/component/sap_appl.html
MMSRVSESINV,"Call transaction MIRO from Portal",https://www.sap-tcodes.org/tcode/mmsrvsesinv.html,MMIVPA_CALL_MIRO_SES_ENTRY,MMSRV_UI_MODEL,"Model Components for Web Dynpro External Service",MM-SRV,"External Services",https://www.sap-tcodes.org/analytics/module/mm-srv.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,SAP_APPL,"Logistics and Accounting",https://www.sap-tcodes.org/analytics/component/sap_appl.html
MMU1,"Create Non-Valuated Material &",https://www.sap-tcodes.org/tcode/mmu1.html,SAPMMG01,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMV1,"Create Packaging &",https://www.sap-tcodes.org/tcode/mmv1.html,SAPMMG01,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMVD,"Change Decentr. for Decentr.Shipping",https://www.sap-tcodes.org/tcode/mmvd.html,SAPMM03M,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMVH,"Create Centrally: Decentral.Shipping",https://www.sap-tcodes.org/tcode/mmvh.html,SAPMM03M,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMVV,"Change Centr. for Decentr. Shipping",https://www.sap-tcodes.org/tcode/mmvv.html,SAPMM03M,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMW1,"Create Competitor Product &",https://www.sap-tcodes.org/tcode/mmw1.html,SAPMMG01,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMZ1,"Create Material, General (Old MM01)",https://www.sap-tcodes.org/tcode/mmz1.html,SAPMM03M,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMZ2,"Change Material (Old MM02)",https://www.sap-tcodes.org/tcode/mmz2.html,SAPMM03M,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
MMZ3,"Display Material (Old MM03)",https://www.sap-tcodes.org/tcode/mmz3.html,SAPMM03M,MG,"Application development R/3 material master prior to 3.0",CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,CRM,"Customer Relationship Management",https://www.sap-tcodes.org/analytics/module/crm.html,BBPCRM,BBPCRM,https://www.sap-tcodes.org/analytics/component/bbpcrm.html
