TCODE,TCODE_DESC,TCODE_URL,ABAP_PROGRAM,PACKAGE,PACKAGE_DESC,MODULE,MODULE_DESC,MODULE_URL,MODULE_TOP,MODULE_TOP_DESC,MODULE_TOP_URL,COMPONENT,COMPONENT_DESC,COMPONENT_URL
/BEV2/85000027,(empty),https://www.sap-tcodes.org/tcode//bev2/85000027.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/CS,"Excise Duty EMCS",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/85000028,(empty),https://www.sap-tcodes.org/tcode//bev2/85000028.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/CS,"Excise Duty EMCS",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/85000041,(empty),https://www.sap-tcodes.org/tcode//bev2/85000041.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/CS,"Excise Duty EMCS",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000033,"Basic Settings for Excise Duty",https://www.sap-tcodes.org/tcode//bev2/91000033.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000034,"Maintain Tax Types",https://www.sap-tcodes.org/tcode//bev2/91000034.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000036,"Maintain Tax-Dep. Material Groups",https://www.sap-tcodes.org/tcode//bev2/91000036.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000037,"Maintain Tax-Indep. Material Groups",https://www.sap-tcodes.org/tcode//bev2/91000037.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000038,"Maintain Procurement Types f. Schema",https://www.sap-tcodes.org/tcode//bev2/91000038.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000039,"Maintain Procurement Types Schema",https://www.sap-tcodes.org/tcode//bev2/91000039.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000040,"Maintain Additional Issues",https://www.sap-tcodes.org/tcode//bev2/91000040.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000041,"Maintain Title Rows of Tax Warehouse",https://www.sap-tcodes.org/tcode//bev2/91000041.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000042,"Assign Storage Loc. to Tax Warehouse",https://www.sap-tcodes.org/tcode//bev2/91000042.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000043,"Maintain payroll units",https://www.sap-tcodes.org/tcode//bev2/91000043.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000044,"Define Tax Warehouse",https://www.sap-tcodes.org/tcode//bev2/91000044.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000045,"Define Actual Shrinkage",https://www.sap-tcodes.org/tcode//bev2/91000045.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000046,"Define Theoretical Shrinkage",https://www.sap-tcodes.org/tcode//bev2/91000046.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000047,"Maint. Warehse Shrink. Rate - St.Loc",https://www.sap-tcodes.org/tcode//bev2/91000047.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000048,"Maint. Warehse Shrink. Rate - St.Typ",https://www.sap-tcodes.org/tcode//bev2/91000048.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000049,"Storage Types for Shrinkage Rate",https://www.sap-tcodes.org/tcode//bev2/91000049.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000050,"Def. of Entries to Post Subsequently",https://www.sap-tcodes.org/tcode//bev2/91000050.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000051,"Mvt Cat for Mvt Type + Cost Center",https://www.sap-tcodes.org/tcode//bev2/91000051.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000052,"Special Partner Type per Cust. Group",https://www.sap-tcodes.org/tcode//bev2/91000052.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000053,"Mvmnt Category per Mvmnt Type",https://www.sap-tcodes.org/tcode//bev2/91000053.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000054,"Excise Duty Movement Categories",https://www.sap-tcodes.org/tcode//bev2/91000054.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000055,"Procurement Types per Block Schema",https://www.sap-tcodes.org/tcode//bev2/91000055.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000056,"Procurement Types Block Schema",https://www.sap-tcodes.org/tcode//bev2/91000056.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000057,"Maintain Print Format Items",https://www.sap-tcodes.org/tcode//bev2/91000057.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000058,"Excise Duty Print Formats",https://www.sap-tcodes.org/tcode//bev2/91000058.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000059,"Replace Stock Ledger Groups",https://www.sap-tcodes.org/tcode//bev2/91000059.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
