TCODE,TCODE_DESC,TCODE_URL,ABAP_PROGRAM,PACKAGE,PACKAGE_DESC,MODULE,MODULE_DESC,MODULE_URL,MODULE_TOP,MODULE_TOP_DESC,MODULE_TOP_URL,COMPONENT,COMPONENT_DESC,COMPONENT_URL
OB29,"C FI Fiscal Year Variants",https://www.sap-tcodes.org/tcode/ob29.html," ",SFBX,"Financial year variants in the Basis",BC-SRV-ASF-FYV,"Service functions for fiscal year versions",https://www.sap-tcodes.org/analytics/module/bc-srv-asf-fyv.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OBBS,"C FI Maintain Table TCURF",https://www.sap-tcodes.org/tcode/obbs.html," ",SFIB,"Financials: Components in Basis",BC-SRV-BSF-CUR,"Currency Conversion/Expiring Currency",https://www.sap-tcodes.org/analytics/module/bc-srv-bsf-cur.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OBD6,"C FI Maintain Table TCURS",https://www.sap-tcodes.org/tcode/obd6.html," ",SFIB,"Financials: Components in Basis",BC-SRV-BSF-CUR,"Currency Conversion/Expiring Currency",https://www.sap-tcodes.org/analytics/module/bc-srv-bsf-cur.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OBDU,"Job Names for Data Transfers",https://www.sap-tcodes.org/tcode/obdu.html," ",BMV,"New Mass Processing and Batch Input",BC-MID-ALE-UTI,Tools,https://www.sap-tcodes.org/analytics/module/bc-mid-ale-uti.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_ABA,"Cross-Application Component",https://www.sap-tcodes.org/analytics/component/sap_aba.html
OCI1,"Maintain TCUSC",https://www.sap-tcodes.org/tcode/oci1.html,RSCITA00,SBSRVC,"Basis Services - Customizing",BC-SRV,"Basis Services / Communication Interfaces",https://www.sap-tcodes.org/analytics/module/bc-srv.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OCNG,"Graphic customizing",https://www.sap-tcodes.org/tcode/ocng.html,MENUOCNG,SGRC,"ABAP Graphics Development: Network, Bar Chart",BC-FES-GRA,Graphic,https://www.sap-tcodes.org/analytics/module/bc-fes-gra.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
ODQMON,"Monitor for Operational Delta Queue",https://www.sap-tcodes.org/tcode/odqmon.html,SAPLODQ_MONITOR,SODQS,"Operational Delta Queue Services",BC-BW-SRV,"BW Generation Tool and Set Object",https://www.sap-tcodes.org/analytics/module/bc-bw-srv.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OHPS,"Org.Management Configuration",https://www.sap-tcodes.org/tcode/ohps.html,MENUOHPS,SP00,"Organization and Planning",BC-BMT-OM,"Organizational Management",https://www.sap-tcodes.org/analytics/module/bc-bmt-om.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OLE,"OLE demo transaction",https://www.sap-tcodes.org/tcode/ole.html,RSOLETT1,SOLE,OLE,BC-FES-CTL,"SAP GUI for Windows Controls",https://www.sap-tcodes.org/analytics/module/bc-fes-ctl.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
ONOT,"Maintain Quotation Types",https://www.sap-tcodes.org/tcode/onot.html,SAPL0SAP,SFIB,"Financials: Components in Basis",BC-SRV-BSF-CUR,"Currency Conversion/Expiring Currency",https://www.sap-tcodes.org/analytics/module/bc-srv-bsf-cur.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OO2S,"Description: Subtypes",https://www.sap-tcodes.org/tcode/oo2s.html," ",SP00,"Organization and Planning",BC-BMT-OM,"Organizational Management",https://www.sap-tcodes.org/analytics/module/bc-bmt-om.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
OO91,"SAP Org. Object Type Assignment",https://www.sap-tcodes.org/tcode/oo91.html," ",SP00,"Organization and Planning",BC-BMT-OM,"Organizational Management",https://www.sap-tcodes.org/analytics/module/bc-bmt-om.html,BC,"Basis Components",https://www.sap-tcodes.org/analytics/module/bc.html,SAP_BASIS,"SAP Basis Component",https://www.sap-tcodes.org/analytics/component/sap_basis.html
